count,ip_address,lat,long
2,144.217.4.123,45.5088,-73.5878
2,14.99.68.92,12.8924,80.0808
2,139.59.46.243,13.2257,77.5750
2,139.59.10.251,13.2257,77.5750
2,137.184.103.103,40.8043,-74.0121
2,136.243.214.125,50.1155,8.6842
2,134.209.179.100,51.5085,-0.1257
2,125.141.56.237,37.5660,126.9784
2,124.158.174.171,-6.3428,106.7383
2,123.31.12.113,21.0245,105.8412
2,121.4.71.96,39.9075,116.3972
2,117.50.179.250,39.9075,116.3972
2,115.68.220.77,37.5660,126.9784
2,112.216.176.106,37.5660,126.9784
2,112.196.222.30,37.5660,126.9784
2,111.93.200.50,12.9719,77.5937
2,106.13.74.61,39.9075,116.3972
2,104.199.214.16,25.0478,121.5319
2,103.240.110.130,1.2835,103.8469
2,103.233.2.182,5.3956,100.3111
2,103.226.138.149,-6.2146,106.8451
2,103.172.204.172,-7.2024,107.8878
2,103.140.18.90,16.9604,82.2381
1,98.142.141.184,34.0559,-118.2666
1,96.56.221.138,40.9070,-74.1529
1,95.85.76.163,41.0065,28.8397
1,95.85.15.86,52.3740,4.8897
1,95.84.240.168,55.7858,37.6256
1,95.79.31.128,56.3287,44.0020
1,95.71.74.92,50.6107,36.5802
1,95.254.146.133,45.0705,7.6868
1,95.210.3.12,51.5115,-0.0912
1,94.250.202.118,51.2217,6.7762
1,94.182.54.94,35.6944,51.4215
1,93.43.240.145,45.0705,7.6868
1,93.149.180.144,43.5942,13.5034
1,93.108.242.140,38.7167,-9.1333
1,93.104.213.25,48.1374,11.5755
1,92.36.181.53,43.8486,18.3564
1,92.205.19.152,48.5839,7.7455
1,91.90.36.174,54.9924,73.3686
1,91.138.228.31,37.9838,23.7278
1,89.248.207.106,59.9386,30.3141
1,89.218.94.98,51.1801,71.4460
1,89.163.144.129,51.2217,6.7762
1,88.208.213.150,51.4552,-2.5966
1,88.114.5.249,61.4991,23.7871
1,87.245.17.229,52.0692,8.7598
1,87.219.167.59,40.4165,-3.7026
1,87.188.115.197,48.5693,13.4122
1,87.121.112.61,42.6975,23.3241
1,85.29.135.21,51.1801,71.4460
1,85.15.65.204,48.4827,135.0838
1,85.15.65.203,48.4827,135.0838
1,84.252.143.78,55.7522,37.6156
1,84.154.28.57,54.0893,9.9779
1,84.13.107.111,53.0042,-2.1854
1,84.0.77.235,47.9554,21.7167
1,83.240.145.29,38.7167,-9.1333
1,83.16.192.82,54.3523,18.6491
1,83.12.45.202,53.4289,14.5530
1,83.118.32.2,13.8607,100.5148
1,82.64.243.193,48.8534,2.3488
1,82.208.93.53,56.3287,44.0020
1,82.196.5.251,52.3740,4.8897
1,82.165.250.213,50.1155,8.6842
1,81.70.224.74,39.9075,116.3972
1,81.68.215.204,32.0617,118.7778
1,81.45.44.185,42.1043,1.8463
1,81.2.236.157,50.0880,14.4208
1,81.192.87.130,34.0331,-5.0003
1,80.120.107.78,47.4143,9.7419
1,8.216.51.207,35.6895,139.6917
1,79.129.29.237,37.9838,23.7278
1,79.127.36.98,35.6944,51.4215
1,78.14.26.188,45.6667,12.2416
1,77.37.248.144,55.7520,37.6150
1,75.119.150.39,51.2217,6.7762
1,73.232.46.104,29.7633,-95.3633
1,72.240.125.133,41.3748,-83.6513
1,72.167.226.188,39.0437,-77.4875
1,72.167.224.135,39.0437,-77.4875
1,72.143.15.82,42.8856,-80.1122
1,71.84.234.194,34.1478,-118.1445
1,71.25.118.117,39.9524,-75.1636
1,69.55.54.65,40.8043,-74.0121
1,69.25.57.28,37.5297,-122.0402
1,69.194.8.237,34.0559,-118.2666
1,68.183.88.186,13.2257,77.5750
1,68.183.46.135,51.5085,-0.1257
1,68.183.42.17,51.5085,-0.1257
1,68.183.170.149,37.3483,-121.9844
1,68.183.136.217,40.8043,-74.0121
1,66.70.218.27,45.5088,-73.5878
1,66.29.157.118,33.4484,-112.0740
1,66.110.114.178,-8.8368,13.2343
1,65.49.210.99,34.0443,-118.2509
1,64.227.185.110,13.2257,77.5750
1,64.227.183.184,13.2257,77.5750
1,64.227.167.192,13.2257,77.5750
1,64.227.140.119,13.2257,77.5750
1,64.227.105.120,37.3924,-121.9623
1,64.225.17.240,40.8344,-74.1377
1,64.225.118.36,37.3483,-121.9844
1,62.97.47.195,45.5356,10.2147
1,62.210.119.216,48.8534,2.3488
1,61.93.186.125,22.2783,114.1747
1,61.51.111.187,39.9075,116.3972
1,61.184.133.118,31.3041,120.5954
1,61.177.173.50,39.9075,116.3972
1,61.177.173.36,39.9075,116.3972
1,61.177.172.19,31.5689,120.2886
1,61.148.90.118,39.9075,116.3972
1,60.30.98.194,39.1422,117.1767
1,59.80.55.79,39.9075,116.3972
1,59.63.205.47,31.3041,120.5954
1,59.56.97.229,26.0771,119.2915
1,59.53.63.126,28.6840,115.8531
1,59.19.54.171,34.8825,128.6267
1,59.162.182.20,22.5626,88.3630
1,59.15.81.46,37.5660,126.9784
1,58.64.162.52,22.2783,114.1747
1,58.56.203.174,36.0649,120.3804
1,58.48.170.182,30.5833,114.2667
1,58.33.97.119,31.2222,121.4581
1,58.246.251.27,31.2222,121.4581
1,58.186.85.94,10.8230,106.6296
1,54.39.68.11,45.5088,-73.5878
1,52.184.91.79,22.2783,114.1747
1,52.173.86.248,41.5878,-93.6274
1,52.172.5.99,13.0878,80.2785
1,52.172.225.170,18.5196,73.8554
1,52.172.179.97,18.5196,73.8554
1,52.151.24.212,47.2343,-119.8525
1,52.142.11.171,37.3058,-78.5462
1,51.81.85.129,38.9896,-77.1538
1,51.79.146.239,1.2897,103.8501
1,51.77.193.41,48.5839,7.7455
1,51.77.147.5,48.5839,7.7455
1,51.75.28.134,50.6942,3.1746
1,51.75.203.191,50.6942,3.1746
1,51.68.94.192,48.5839,7.7455
1,51.254.101.166,48.5839,7.7455
1,51.250.6.65,55.7522,37.6156
1,51.210.182.85,50.9519,1.8563
1,50.225.176.238,42.7884,-71.2009
1,50.214.100.27,39.8682,-86.2123
1,50.192.223.205,37.6567,-121.4955
1,5.255.103.60,52.3740,4.8897
1,5.200.92.116,30.2019,53.1800
1,5.185.254.92,52.2298,21.0118
1,49.249.27.90,12.9719,77.5937
1,49.247.148.236,37.5660,126.9784
1,49.234.30.113,22.5455,114.0683
1,49.212.182.253,34.6937,135.5022
1,49.205.177.59,28.6453,77.2128
1,49.12.191.34,49.5910,11.0078
1,47.51.71.110,41.4140,-73.3034
1,46.98.3.101,48.4666,35.0407
1,46.61.235.188,55.0415,82.9346
1,46.247.247.106,48.8534,2.3488
1,46.101.97.5,50.1025,8.6299
1,46.101.9.233,51.5085,-0.1257
1,46.101.29.76,51.5085,-0.1257
1,46.101.231.66,50.1025,8.6299
1,46.101.225.227,50.1025,8.6299
1,46.101.224.184,50.1025,8.6299
1,46.101.19.72,51.5085,-0.1257
1,45.88.221.104,34.0522,-118.2437
1,45.88.12.36,22.2783,114.1747
1,45.88.109.175,50.1155,8.6842
1,45.79.150.124,40.8223,-74.4569
1,45.70.179.22,-3.7172,-38.5431
1,45.235.0.30,-8.1128,-35.0147
1,45.232.75.253,-23.3103,-51.1628
1,45.232.73.83,-23.3103,-51.1628
1,45.195.9.183,22.2783,114.1747
1,45.190.20.196,-3.3684,-64.7205
1,45.148.120.236,52.3740,4.8897
1,45.120.69.196,37.5660,126.9784
1,45.119.81.236,10.8230,106.6296
1,45.112.242.138,22.6126,88.3701
1,44.193.47.127,39.0437,-77.4875
1,43.245.86.218,27.7017,85.3206
1,43.230.165.248,22.2783,114.1747
1,43.225.111.37,1.4655,103.7578
1,43.156.78.159,1.2897,103.8501
1,43.156.66.195,1.2897,103.8501
1,43.156.241.174,1.2897,103.8501
1,43.156.19.96,1.2897,103.8501
1,43.156.127.35,1.2897,103.8501
1,43.156.126.240,1.2897,103.8501
1,43.156.125.8,1.2897,103.8501
1,43.156.125.51,1.2897,103.8501
1,43.156.125.247,1.2897,103.8501
1,43.156.125.191,1.2897,103.8501
1,43.156.125.183,1.2897,103.8501
1,43.156.125.149,1.2897,103.8501
1,43.156.125.130,1.2897,103.8501
1,43.156.125.117,1.2897,103.8501
1,43.156.124.85,1.2897,103.8501
1,43.156.124.62,1.2897,103.8501
1,43.156.124.46,1.2897,103.8501
1,43.156.124.45,1.2897,103.8501
1,43.156.124.37,1.2897,103.8501
1,43.156.124.23,1.2897,103.8501
1,43.156.124.211,1.2897,103.8501
1,43.156.124.189,1.2897,103.8501
1,43.156.124.186,1.2897,103.8501
1,43.156.124.173,1.2897,103.8501
1,43.156.124.150,1.2897,103.8501
1,43.156.123.81,1.2897,103.8501
1,43.156.123.24,1.2897,103.8501
1,43.156.123.216,1.2897,103.8501
1,43.156.122.98,1.2897,103.8501
1,43.156.122.185,1.2897,103.8501
1,43.156.122.124,1.2897,103.8501
1,43.156.121.8,1.2897,103.8501
1,43.156.121.223,1.2897,103.8501
1,43.156.121.164,1.2897,103.8501
1,43.156.120.46,1.2897,103.8501
1,43.156.120.210,1.2897,103.8501
1,43.156.119.27,1.2897,103.8501
1,43.156.113.66,1.2897,103.8501
1,43.156.113.138,1.2897,103.8501
1,43.155.98.179,22.2783,114.1747
1,43.155.88.101,22.2783,114.1747
1,43.155.87.223,22.2783,114.1747
1,43.155.87.146,22.2783,114.1747
1,43.155.83.57,22.2783,114.1747
1,43.155.82.160,22.2783,114.1747
1,43.155.82.156,22.2783,114.1747
1,43.155.73.219,22.2783,114.1747
1,43.155.69.241,22.2783,114.1747
1,43.155.64.196,22.2783,114.1747
1,43.155.64.137,22.2783,114.1747
1,43.155.117.157,22.2783,114.1747
1,43.155.116.184,22.2783,114.1747
1,43.155.111.10,22.2783,114.1747
1,43.155.109.40,22.2783,114.1747
1,43.155.109.216,22.2783,114.1747
1,43.155.106.121,22.2783,114.1747
1,43.155.102.133,22.2783,114.1747
1,43.154.97.6,22.2783,114.1747
1,43.154.91.20,22.2783,114.1747
1,43.154.89.182,22.2783,114.1747
1,43.154.89.157,22.2783,114.1747
1,43.154.89.153,22.2783,114.1747
1,43.154.87.179,22.2783,114.1747
1,43.154.85.136,22.2783,114.1747
1,43.154.84.76,22.2783,114.1747
1,43.154.82.37,22.2783,114.1747
1,43.154.82.193,22.2783,114.1747
1,43.154.82.116,22.2783,114.1747
1,43.154.81.195,22.2783,114.1747
1,43.154.81.17,22.2783,114.1747
1,43.154.80.218,22.2783,114.1747
1,43.154.80.190,22.2783,114.1747
1,43.154.8.94,22.2783,114.1747
1,43.154.79.201,22.2783,114.1747
1,43.154.70.95,22.2783,114.1747
1,43.154.70.212,22.2783,114.1747
1,43.154.69.191,22.2783,114.1747
1,43.154.65.70,22.2783,114.1747
1,43.154.64.250,22.2783,114.1747
1,43.154.61.143,22.2783,114.1747
1,43.154.60.161,22.2783,114.1747
1,43.154.59.92,22.2783,114.1747
1,43.154.57.106,22.2783,114.1747
1,43.154.56.43,22.2783,114.1747
1,43.154.55.61,22.2783,114.1747
1,43.154.55.58,22.2783,114.1747
1,43.154.52.217,22.2783,114.1747
1,43.154.52.131,22.2783,114.1747
1,43.154.51.231,22.2783,114.1747
1,43.154.51.21,22.2783,114.1747
1,43.154.50.6,22.2783,114.1747
1,43.154.50.250,22.2783,114.1747
1,43.154.5.129,22.2783,114.1747
1,43.154.46.189,22.2783,114.1747
1,43.154.42.83,22.2783,114.1747
1,43.154.42.151,22.2783,114.1747
1,43.154.40.25,22.2783,114.1747
1,43.154.38.204,22.2783,114.1747
1,43.154.36.47,22.2783,114.1747
1,43.154.33.23,22.2783,114.1747
1,43.154.25.182,22.2783,114.1747
1,43.154.249.140,22.2783,114.1747
1,43.154.249.125,22.2783,114.1747
1,43.154.238.70,22.2783,114.1747
1,43.154.237.176,22.2783,114.1747
1,43.154.235.29,22.2783,114.1747
1,43.154.235.235,22.2783,114.1747
1,43.154.233.30,22.2783,114.1747
1,43.154.208.135,22.2783,114.1747
1,43.154.205.192,22.2783,114.1747
1,43.154.205.125,22.2783,114.1747
1,43.154.204.218,22.2783,114.1747
1,43.154.203.230,22.2783,114.1747
1,43.154.201.237,22.2783,114.1747
1,43.154.200.64,22.2783,114.1747
1,43.154.2.189,22.2783,114.1747
1,43.154.199.230,22.2783,114.1747
1,43.154.199.196,22.2783,114.1747
1,43.154.199.177,22.2783,114.1747
1,43.154.195.149,22.2783,114.1747
1,43.154.192.97,22.2783,114.1747
1,43.154.192.158,22.2783,114.1747
1,43.154.191.121,22.2783,114.1747
1,43.154.190.67,22.2783,114.1747
1,43.154.190.190,22.2783,114.1747
1,43.154.190.157,22.2783,114.1747
1,43.154.188.244,22.2783,114.1747
1,43.154.18.95,22.2783,114.1747
1,43.154.178.151,22.2783,114.1747
1,43.154.177.138,22.2783,114.1747
1,43.154.17.118,22.2783,114.1747
1,43.154.165.79,22.2783,114.1747
1,43.154.160.195,22.2783,114.1747
1,43.154.155.241,22.2783,114.1747
1,43.154.155.218,22.2783,114.1747
1,43.154.149.52,22.2783,114.1747
1,43.154.144.211,22.2783,114.1747
1,43.154.142.229,22.2783,114.1747
1,43.154.128.136,22.2783,114.1747
1,43.154.121.10,22.2783,114.1747
1,43.154.114.139,22.2783,114.1747
1,43.154.110.156,22.2783,114.1747
1,43.154.109.134,22.2783,114.1747
1,43.154.106.242,22.2783,114.1747
1,43.154.101.145,22.2783,114.1747
1,43.154.100.98,22.2783,114.1747
1,43.154.0.202,22.2783,114.1747
1,43.153.17.69,37.3179,-121.9349
1,43.152.212.42,19.0728,72.8826
1,43.134.214.80,22.5455,114.0683
1,43.134.201.195,22.5455,114.0683
1,43.134.201.172,22.2783,114.1747
1,43.134.200.160,22.5455,114.0683
1,43.134.198.139,22.5455,114.0683
1,43.134.196.128,22.5455,114.0683
1,43.134.193.121,22.5455,114.0683
1,43.134.180.42,1.2897,103.8501
1,43.134.106.247,1.2897,103.8501
1,43.133.178.13,35.6895,139.6917
1,43.133.173.249,35.6895,139.6917
1,43.133.14.79,35.6895,139.6917
1,43.132.247.68,22.2783,114.1747
1,43.132.238.85,22.2783,114.1747
1,43.132.157.158,22.2783,114.1747
1,43.132.157.156,22.2783,114.1747
1,43.132.157.151,22.2783,114.1747
1,43.132.157.120,22.2783,114.1747
1,43.132.157.109,22.2783,114.1747
1,43.132.156.8,22.2783,114.1747
1,43.132.156.71,22.2783,114.1747
1,43.132.156.66,22.2783,114.1747
1,43.132.156.29,22.2783,114.1747
1,43.132.156.243,22.2783,114.1747
1,43.132.156.203,22.2783,114.1747
1,43.132.156.12,22.2783,114.1747
1,43.132.156.101,22.2783,114.1747
1,43.132.155.95,22.2783,114.1747
1,43.132.102.188,22.2783,114.1747
1,43.131.38.35,50.1155,8.6842
1,43.131.27.184,50.1155,8.6842
1,43.131.26.159,50.1155,8.6842
1,43.130.45.123,37.3541,-121.9552
1,43.129.249.242,22.2783,114.1747
1,43.129.241.236,22.2783,114.1747
1,43.129.237.178,22.2783,114.1747
1,43.129.228.197,22.2783,114.1747
1,43.129.17.229,22.2783,114.1747
1,43.129.16.138,22.2783,114.1747
1,43.128.48.80,22.2783,114.1747
1,42.200.78.78,22.2783,114.1747
1,42.200.201.231,22.2783,114.1747
1,42.119.111.155,10.8230,106.6296
1,41.94.88.60,-25.9655,32.5832
1,41.65.3.60,30.0626,31.2497
1,41.207.252.122,5.5560,-0.1969
1,41.191.116.18,-15.4067,28.2871
1,40.125.64.191,47.2343,-119.8525
1,39.129.9.180,25.0389,102.7183
1,38.91.101.223,40.7484,-73.9967
1,38.242.234.138,38.9014,-77.0504
1,38.17.48.23,39.7392,-104.9847
1,37.187.54.237,48.5839,7.7455
1,36.95.244.243,-6.2146,106.8451
1,36.80.48.9,-6.9222,107.6069
1,36.78.91.177,-6.9222,107.6069
1,36.112.150.184,39.9075,116.3972
1,36.110.142.212,39.9075,116.3972
1,36.102.208.158,23.1167,113.2500
1,35.247.220.198,-23.5475,-46.6361
1,35.239.62.20,41.2619,-95.8608
1,35.236.148.1,25.0478,121.5319
1,35.225.199.134,41.2619,-95.8608
1,35.222.227.227,41.2619,-95.8608
1,35.198.213.250,1.2897,103.8501
1,35.196.217.244,32.8546,-79.9748
1,34.94.57.181,34.0522,-118.2437
1,34.93.105.8,19.0728,72.8826
1,34.88.170.63,61.0587,28.1887
1,27.71.238.208,10.8230,106.6296
1,27.254.46.67,13.7833,100.5167
1,27.254.149.199,13.7540,100.5014
1,27.155.92.51,31.2222,121.4581
1,27.128.156.158,39.9075,116.3972
1,27.111.44.196,-6.2146,106.8451
1,27.1.253.142,37.5660,126.9784
1,23.97.240.235,52.3740,4.8897
1,23.94.56.185,47.6062,-122.3321
1,23.94.194.177,41.8500,-87.6500
1,23.88.112.129,50.1112,8.6831
1,23.225.191.36,34.0522,-118.2437
1,23.224.39.151,34.0522,-118.2437
1,23.224.230.204,34.0522,-118.2437
1,23.125.108.2,42.0095,-87.6689
1,223.72.204.125,39.9075,116.3972
1,223.71.70.148,39.9075,116.3972
1,223.255.187.154,22.2783,114.1747
1,223.171.50.236,37.5660,126.9784
1,223.171.32.55,37.5660,126.9784
1,223.167.111.63,31.2222,121.4581
1,223.137.111.110,25.0478,121.5319
1,222.85.136.45,26.5833,106.7167
1,222.69.132.110,31.2222,121.4581
1,222.255.148.167,13.7765,109.2237
1,222.222.239.43,31.3041,120.5954
1,222.187.237.56,28.1987,112.9709
1,222.175.240.250,36.6683,116.9972
1,221.214.211.122,37.4765,121.4408
1,221.193.248.166,39.1422,117.1767
1,221.160.100.18,36.3743,127.6727
1,221.133.1.50,10.8230,106.6296
1,221.122.73.130,39.9075,116.3972
1,220.86.29.35,37.5660,126.9784
1,220.248.95.178,31.2222,121.4581
1,220.182.57.146,30.2936,120.1614
1,220.133.95.68,25.0143,121.4672
1,220.130.164.120,25.0478,121.5319
1,219.87.156.66,25.0478,121.5319
1,219.238.169.244,39.9075,116.3972
1,218.56.11.236,36.0649,120.3804
1,218.146.103.48,37.4861,126.8743
1,217.67.121.75,55.7522,37.6156
1,213.82.38.230,45.4643,9.1895
1,213.6.130.133,32.2211,35.2544
1,213.32.22.67,50.9865,2.1281
1,213.248.75.89,59.3294,18.0687
1,213.210.120.134,59.0556,80.8572
1,213.141.131.22,55.7522,37.6156
1,212.80.212.8,13.8607,100.5148
1,212.49.70.200,-1.2833,36.8167
1,212.33.250.241,58.0105,56.2502
1,212.17.106.46,48.2085,16.3721
1,211.75.12.169,25.0478,121.5319
1,211.43.15.80,37.5660,126.9784
1,211.37.174.72,37.5660,126.9784
1,211.200.178.178,37.5660,126.9784
1,211.143.255.70,32.0617,118.7778
1,211.112.187.197,37.5660,126.9784
1,210.5.111.126,14.6042,120.9822
1,210.196.250.246,33.6000,130.4167
1,209.97.179.189,51.5085,-0.1257
1,209.145.50.54,38.6273,-90.1979
1,209.143.70.105,39.9612,-82.9988
1,208.109.13.144,1.2897,103.8501
1,207.2.123.57,29.7633,-95.3633
1,207.154.205.34,50.1025,8.6299
1,206.189.82.149,1.3215,103.6957
1,206.189.55.226,50.1025,8.6299
1,206.189.31.90,51.5085,-0.1257
1,206.189.135.24,13.2257,77.5750
1,204.48.22.232,40.8043,-74.0121
1,203.69.17.247,22.0042,120.7439
1,203.234.236.52,37.5660,126.9784
1,203.190.55.203,-6.2146,106.8451
1,203.190.153.19,26.2298,78.1734
1,203.135.20.36,33.7215,73.0433
1,203.128.242.166,10.8230,106.6296
1,202.83.17.205,12.9719,77.5937
1,202.188.20.115,3.0333,101.7500
1,202.165.25.141,3.1412,101.6865
1,202.165.25.136,3.1412,101.6865
1,202.154.180.51,1.2897,103.8501
1,202.103.55.32,30.5833,114.2667
1,201.75.24.49,-3.1019,-60.0250
1,201.48.78.29,-23.5475,-46.6361
1,201.249.87.203,9.2155,-66.0073
1,201.238.215.131,-33.4088,-70.6364
1,201.219.246.54,3.4372,-76.5225
1,201.217.195.226,4.6097,-74.0817
1,201.163.162.179,19.4285,-99.1277
1,201.149.49.146,19.4285,-99.1277
1,201.124.22.2,19.4285,-99.1277
1,200.91.219.250,4.6097,-74.0817
1,200.89.174.178,-34.7083,-58.2917
1,200.89.159.190,-34.6131,-58.3772
1,200.69.141.210,-34.6131,-58.3772
1,200.52.65.31,19.4285,-99.1277
1,200.49.105.91,-34.6131,-58.3772
1,200.27.113.133,-34.9828,-71.2394
1,200.116.175.40,3.4372,-76.5225
1,200.107.160.198,-12.0432,-77.0282
1,200.105.183.118,-16.5000,-68.1500
1,200.101.82.90,-8.7619,-63.9039
1,20.68.19.84,51.5085,-0.1257
1,20.24.69.202,22.2783,114.1747
1,20.230.177.106,47.2343,-119.8525
1,20.228.243.109,37.3058,-78.5462
1,20.228.182.192,37.3058,-78.5462
1,20.226.8.223,-22.9056,-47.0608
1,20.226.67.205,-22.9056,-47.0608
1,20.224.127.62,52.3740,4.8897
1,20.222.15.136,35.6895,139.6917
1,20.193.247.177,18.5196,73.8554
1,2.139.61.207,42.6488,-5.6289
1,2.139.220.58,40.4554,-3.4697
1,199.192.21.215,37.5958,-122.0191
1,198.251.78.157,39.9513,-75.1741
1,198.211.121.90,52.3740,4.8897
1,197.5.145.66,36.8190,10.1658
1,197.227.8.186,-20.1619,57.4989
1,197.159.66.222,9.0579,7.4951
1,196.46.55.2,-20.1619,57.4989
1,196.216.73.90,-20.2638,57.4791
1,196.207.23.202,-1.2833,36.8167
1,195.228.231.176,47.9554,21.7167
1,195.140.146.30,55.8970,37.4297
1,195.138.84.118,46.4775,30.7326
1,195.134.179.150,45.5356,10.2147
1,194.87.101.20,55.7522,37.6156
1,194.233.91.5,1.2897,103.8501
1,194.152.206.17,45.8144,15.9780
1,194.147.156.246,31.3402,34.3063
1,194.135.22.89,51.1658,10.4216
1,193.93.251.137,59.3294,18.0687
1,193.123.103.237,-23.0297,-46.9753
1,193.122.134.119,39.0437,-77.4875
1,193.106.60.145,49.9808,36.2527
1,192.3.253.15,47.6062,-122.3321
1,192.241.243.84,40.7402,-73.9996
1,192.241.220.190,37.7309,-122.3886
1,192.139.15.34,46.8123,-71.2145
1,191.7.28.155,-13.4408,-49.1486
1,191.243.64.3,-18.7247,-47.4986
1,191.232.193.91,-22.9056,-47.0608
1,191.102.254.241,-33.1222,-60.5500
1,190.89.146.58,-7.9117,-34.9028
1,190.24.37.163,4.6439,-74.0920
1,190.199.185.84,7.7669,-72.2250
1,190.190.40.128,-31.4135,-64.1810
1,190.145.81.37,8.7480,-75.8814
1,190.145.123.26,6.2518,-75.5636
1,190.144.139.235,6.3373,-75.5580
1,190.128.171.250,-25.2865,-57.6470
1,190.128.118.185,4.8133,-75.6961
1,190.12.120.250,-34.6131,-58.3772
1,190.119.179.210,-8.1160,-79.0300
1,190.104.25.217,-16.5000,-68.1500
1,190.104.25.210,-16.5000,-68.1500
1,190.0.246.7,4.9911,-73.8715
1,189.91.13.98,-19.9317,-44.0536
1,189.7.129.60,-29.7175,-52.4258
1,189.45.78.175,-3.7172,-38.5431
1,189.41.140.177,-19.7483,-47.9319
1,189.206.165.62,20.6712,-103.3233
1,189.203.194.165,32.5027,-117.0037
1,189.195.223.98,23.2303,-106.3730
1,188.92.78.235,56.9460,24.1059
1,188.81.133.7,40.2056,-8.4195
1,188.72.107.182,55.7522,37.6156
1,188.254.0.160,55.7522,37.6156
1,188.225.24.145,59.9386,30.3141
1,188.187.0.42,59.9386,30.3141
1,188.166.91.185,52.3740,4.8897
1,188.166.5.84,52.3740,4.8897
1,188.166.246.182,1.3215,103.6957
